block,combination,species,n_species,individ_transf_vol,total_transf_vol,destination_plate,destination_well
1,29,"['laji3', 'laji4', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E4
1,30,['laji1'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F4
1,31,"['laji1', 'laji4']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G4
1,32,"['laji4', 'laji6']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H4
1,33,"['laji2', 'laji5']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A5
1,34,"['laji2', 'laji4', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B5
1,35,"['laji3', 'laji4', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C5
1,36,"['laji2', 'laji3', 'laji5']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D5
1,37,"['laji2', 'laji5', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E5
1,38,['CONTROL_BLOCK_1'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F5
1,39,"['laji1', 'laji3', 'laji4', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G5
1,40,"['laji1', 'laji2', 'laji3', 'laji4']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H5
1,41,"['laji1', 'laji6']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A6
1,42,"['laji1', 'laji2', 'laji3', 'laji5', 'laji6']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B6
1,43,"['laji2', 'laji3', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C6
1,44,"['laji2', 'laji3', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D6
1,45,"['laji5', 'laji6']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E6
1,46,"['laji1', 'laji2', 'laji3', 'laji4', 'laji5', 'laji6']",6,10.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F6
1,47,"['laji1', 'laji2', 'laji4', 'laji5']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G6
1,48,"['laji1', 'laji3', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H6
1,49,"['laji1', 'laji2', 'laji3', 'laji4', 'laji6']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A7
1,50,"['laji3', 'laji5']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B7
1,51,"['laji1', 'laji4', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C7
1,52,"['laji4', 'laji5']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D7
1,53,"['laji1', 'laji5', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E7
1,54,"['laji2', 'laji3']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F7
1,55,"['laji1', 'laji2', 'laji3', 'laji4', 'laji5']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G7
1,56,"['laji4', 'laji5', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H7
1,57,"['laji2', 'laji3', 'laji4']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A8
1,58,"['laji2', 'laji4']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B8
1,59,"['laji3', 'laji4']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C8
1,60,"['laji1', 'laji2', 'laji3']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D8
1,61,"['laji1', 'laji4', 'laji5']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E8
1,62,"['laji1', 'laji2', 'laji3', 'laji5']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F8
1,63,"['laji1', 'laji3']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G8
1,64,"['laji1', 'laji2', 'laji5']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H8
2,1,"['laji7', 'laji9', 'laji10', 'laji11', 'laji12']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A9
2,2,['laji10'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B9
2,3,"['laji7', 'laji10', 'laji11', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C9
2,4,"['laji7', 'laji9', 'laji10']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D9
2,5,"['laji8', 'laji10', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E9
2,6,"['laji7', 'laji8']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F9
2,7,['laji12'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G9
2,8,"['laji7', 'laji8', 'laji10', 'laji11', 'laji12']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H9
2,9,['laji9'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A10
2,10,"['laji8', 'laji12']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B10
2,11,"['laji9', 'laji11', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C10
2,12,"['laji7', 'laji9', 'laji11']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D10
2,13,['laji11'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E10
2,14,['laji8'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F10
2,15,"['laji7', 'laji8', 'laji9', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G10
2,16,"['laji7', 'laji11']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H10
2,17,"['laji7', 'laji8', 'laji10']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A11
2,18,"['laji8', 'laji9', 'laji10', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B11
2,19,"['laji7', 'laji9', 'laji10', 'laji11']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C11
2,20,"['laji7', 'laji8', 'laji11', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D11
2,21,"['laji8', 'laji9', 'laji10', 'laji11']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E11
2,22,"['laji8', 'laji9', 'laji10', 'laji11', 'laji12']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F11
2,23,"['laji9', 'laji12']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G11
2,24,"['laji7', 'laji9', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H11
2,25,"['laji9', 'laji10', 'laji11']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A12
2,26,"['laji7', 'laji8', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B12
2,27,"['laji7', 'laji8', 'laji10', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C12
2,28,"['laji8', 'laji10', 'laji11']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D12
2,29,"['laji9', 'laji10', 'laji11', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E12
2,30,['laji7'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F12
2,31,"['laji7', 'laji10']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G12
2,32,"['laji10', 'laji12']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H12
2,33,"['laji8', 'laji11']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A1
2,34,"['laji8', 'laji10', 'laji11', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B1
2,35,"['laji9', 'laji10', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C1
2,36,"['laji8', 'laji9', 'laji11']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D1
2,37,"['laji8', 'laji11', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E1
2,38,['CONTROL_BLOCK_2'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F1
2,39,"['laji7', 'laji9', 'laji10', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G1
2,40,"['laji7', 'laji8', 'laji9', 'laji10']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H1
2,41,"['laji7', 'laji12']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A2
2,42,"['laji7', 'laji8', 'laji9', 'laji11', 'laji12']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B2
2,43,"['laji8', 'laji9', 'laji11', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C2
2,44,"['laji8', 'laji9', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D2
2,45,"['laji11', 'laji12']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E2
2,46,"['laji7', 'laji8', 'laji9', 'laji10', 'laji11', 'laji12']",6,10.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F2
2,47,"['laji7', 'laji8', 'laji10', 'laji11']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G2
2,48,"['laji7', 'laji9', 'laji11', 'laji12']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H2
2,49,"['laji7', 'laji8', 'laji9', 'laji10', 'laji12']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A3
2,50,"['laji9', 'laji11']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B3
2,51,"['laji7', 'laji10', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C3
2,52,"['laji10', 'laji11']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D3
2,53,"['laji7', 'laji11', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E3
2,54,"['laji8', 'laji9']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F3
2,55,"['laji7', 'laji8', 'laji9', 'laji10', 'laji11']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G3
2,56,"['laji10', 'laji11', 'laji12']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H3
2,57,"['laji8', 'laji9', 'laji10']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A4
2,58,"['laji8', 'laji10']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B4
2,59,"['laji9', 'laji10']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C4
2,60,"['laji7', 'laji8', 'laji9']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D4
2,61,"['laji7', 'laji10', 'laji11']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E4
2,62,"['laji7', 'laji8', 'laji9', 'laji11']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F4
2,63,"['laji7', 'laji9']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G4
2,64,"['laji7', 'laji8', 'laji11']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H4
3,1,"['laji13', 'laji15', 'laji16', 'laji17', 'laji18']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A5
3,2,['laji16'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B5
3,3,"['laji13', 'laji16', 'laji17', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C5
3,4,"['laji13', 'laji15', 'laji16']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D5
3,5,"['laji14', 'laji16', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E5
3,6,"['laji13', 'laji14']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F5
3,7,['laji18'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G5
3,8,"['laji13', 'laji14', 'laji16', 'laji17', 'laji18']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H5
3,9,['laji15'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A6
3,10,"['laji14', 'laji18']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B6
3,11,"['laji15', 'laji17', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C6
3,12,"['laji13', 'laji15', 'laji17']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D6
3,13,['laji17'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E6
3,14,['laji14'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F6
3,15,"['laji13', 'laji14', 'laji15', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G6
3,16,"['laji13', 'laji17']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H6
3,17,"['laji13', 'laji14', 'laji16']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A7
3,18,"['laji14', 'laji15', 'laji16', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B7
3,19,"['laji13', 'laji15', 'laji16', 'laji17']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C7
3,20,"['laji13', 'laji14', 'laji17', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D7
3,21,"['laji14', 'laji15', 'laji16', 'laji17']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E7
3,22,"['laji14', 'laji15', 'laji16', 'laji17', 'laji18']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F7
3,23,"['laji15', 'laji18']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G7
3,24,"['laji13', 'laji15', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H7
3,25,"['laji15', 'laji16', 'laji17']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A8
3,26,"['laji13', 'laji14', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B8
3,27,"['laji13', 'laji14', 'laji16', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C8
3,28,"['laji14', 'laji16', 'laji17']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D8
3,29,"['laji15', 'laji16', 'laji17', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E8
3,30,['laji13'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F8
3,31,"['laji13', 'laji16']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G8
3,32,"['laji16', 'laji18']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H8
3,33,"['laji14', 'laji17']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A9
3,34,"['laji14', 'laji16', 'laji17', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B9
3,35,"['laji15', 'laji16', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C9
3,36,"['laji14', 'laji15', 'laji17']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D9
3,37,"['laji14', 'laji17', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E9
3,38,['CONTROL_BLOCK_3'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F9
3,39,"['laji13', 'laji15', 'laji16', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G9
3,40,"['laji13', 'laji14', 'laji15', 'laji16']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H9
3,41,"['laji13', 'laji18']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A10
3,42,"['laji13', 'laji14', 'laji15', 'laji17', 'laji18']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B10
3,43,"['laji14', 'laji15', 'laji17', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C10
3,44,"['laji14', 'laji15', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D10
3,45,"['laji17', 'laji18']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E10
3,46,"['laji13', 'laji14', 'laji15', 'laji16', 'laji17', 'laji18']",6,10.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F10
3,47,"['laji13', 'laji14', 'laji16', 'laji17']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G10
3,48,"['laji13', 'laji15', 'laji17', 'laji18']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H10
3,49,"['laji13', 'laji14', 'laji15', 'laji16', 'laji18']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A11
3,50,"['laji15', 'laji17']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B11
3,51,"['laji13', 'laji16', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C11
3,52,"['laji16', 'laji17']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D11
3,53,"['laji13', 'laji17', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E11
3,54,"['laji14', 'laji15']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F11
3,55,"['laji13', 'laji14', 'laji15', 'laji16', 'laji17']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G11
3,56,"['laji16', 'laji17', 'laji18']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H11
3,57,"['laji14', 'laji15', 'laji16']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,A12
3,58,"['laji14', 'laji16']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,B12
3,59,"['laji15', 'laji16']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,C12
3,60,"['laji13', 'laji14', 'laji15']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,D12
3,61,"['laji13', 'laji16', 'laji17']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,E12
3,62,"['laji13', 'laji14', 'laji15', 'laji17']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,F12
3,63,"['laji13', 'laji15']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,G12
3,64,"['laji13', 'laji14', 'laji17']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 3,H12
