block,combination,species,n_species,individ_transf_vol,total_transf_vol,destination_plate,destination_well
1,29,"['laji3', 'laji4', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E4
1,30,['laji1'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F4
1,31,"['laji1', 'laji4']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G4
1,32,"['laji4', 'laji6']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H4
1,33,"['laji2', 'laji5']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A5
1,34,"['laji2', 'laji4', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B5
1,35,"['laji3', 'laji4', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C5
1,36,"['laji2', 'laji3', 'laji5']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D5
1,37,"['laji2', 'laji5', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E5
1,38,['CONTROL_BLOCK_1'],1,60.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F5
1,39,"['laji1', 'laji3', 'laji4', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G5
1,40,"['laji1', 'laji2', 'laji3', 'laji4']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H5
1,41,"['laji1', 'laji6']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A6
1,42,"['laji1', 'laji2', 'laji3', 'laji5', 'laji6']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B6
1,43,"['laji2', 'laji3', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C6
1,44,"['laji2', 'laji3', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D6
1,45,"['laji5', 'laji6']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E6
1,46,"['laji1', 'laji2', 'laji3', 'laji4', 'laji5', 'laji6']",6,10.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F6
1,47,"['laji1', 'laji2', 'laji4', 'laji5']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G6
1,48,"['laji1', 'laji3', 'laji5', 'laji6']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H6
1,49,"['laji1', 'laji2', 'laji3', 'laji4', 'laji6']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A7
1,50,"['laji3', 'laji5']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B7
1,51,"['laji1', 'laji4', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C7
1,52,"['laji4', 'laji5']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D7
1,53,"['laji1', 'laji5', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E7
1,54,"['laji2', 'laji3']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F7
1,55,"['laji1', 'laji2', 'laji3', 'laji4', 'laji5']",5,12.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G7
1,56,"['laji4', 'laji5', 'laji6']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H7
1,57,"['laji2', 'laji3', 'laji4']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,A8
1,58,"['laji2', 'laji4']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,B8
1,59,"['laji3', 'laji4']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,C8
1,60,"['laji1', 'laji2', 'laji3']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,D8
1,61,"['laji1', 'laji4', 'laji5']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,E8
1,62,"['laji1', 'laji2', 'laji3', 'laji5']",4,15.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,F8
1,63,"['laji1', 'laji3']",2,30.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,G8
1,64,"['laji1', 'laji2', 'laji5']",3,20.0,60.0,Sarstedt 96 Well Plate 2200 µL on 2,H8
